cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
32513,1,5924289396771,5924289396802,5924289396830,5924290540146,5924290540197,1053004,59,1053004,51,1053114,2112000000
32630,1,5924289372701,5924289372732,5924289372758,5924290548601,5924290548626,1074289,57,1074289,25,1074371,2112000000
32634,1,5924289455324,5924289455352,5924289455381,5924290557057,5924290557086,1032619,57,1032619,29,1032705,2112000000
32615,1,5924289456974,5924289457002,5924289457035,5924290565609,5924290565635,1039845,61,1039845,26,1039932,2112000000
32628,1,5924289458503,5924289458532,5924289458563,5924290574075,5924290574101,1047009,60,1047009,26,1047095,2112000000
32603,1,5924289518295,5924289518325,5924289518356,5924290581988,5924290582017,1040450,61,1040450,29,1040540,2112000000
32592,1,5924289519492,5924289519521,5924289519553,5924290590463,5924290590489,1047561,61,1047561,26,1047648,2112000000
32518,1,5924289520808,5924289520837,5924289520865,5924290599413,5924290599442,1055346,57,1055346,29,1055432,2112000000
32520,1,5924289522177,5924289522206,5924289522232,5924290607502,5924290607531,1062164,55,1062164,29,1062248,2112000000
32602,1,5924289523982,5924289524008,5924289524037,5924290617023,5924290617052,1070390,55,1070390,29,1070474,2112000000
32581,1,5924289527335,5924289527363,5924289527390,5924290625333,5924290625359,1076059,55,1076059,26,1076140,2112000000
32595,1,5924289529013,5924289529040,5924289529068,5924290634035,5924290634059,1083520,55,1083520,24,1083599,2112000000
32601,1,5924289530613,5924289530643,5924289530676,5924290642191,5924290642216,1090340,63,1090340,25,1090428,2112000000
32593,1,5924289532735,5924289532774,5924289532794,5924290651957,5924290651981,1098736,59,1098736,24,1098819,2112000000
32515,1,5924289537308,5924289537335,5924289537363,5924290660270,5924290660294,1103232,55,1103232,24,1103311,2112000000
32557,1,5924289540712,5924289540749,5924289540769,5924290668707,5924290668732,1109079,57,1109079,25,1109161,2112000000
32588,1,5924289542266,5924289542295,5924289542323,5924290677756,5924290677780,1116768,57,1116768,24,1116849,2112000000
32578,1,5924289543933,5924289543969,5924289543988,5924290686651,5924290686676,1124382,55,1124382,25,1124462,2112000000
32597,1,5924289545660,5924289545689,5924289545721,5924290695830,5924290695855,1132279,61,1132279,25,1132365,2112000000
32638,1,5924289433731,5924289433798,5924289433819,5924290704471,5924290704494,1192254,88,1192254,23,1192365,2112000000
32609,1,5924289428732,5924289428763,5924289428795,5924290713013,5924290713041,1204670,63,1204670,28,1204761,2112000000
32618,1,5924289548923,5924289548952,5924289548983,5924290721246,5924290721275,1155031,60,1155031,29,1155120,2112000000
32535,1,5924289550616,5924289550645,5924289550669,5924290729871,5924290729898,1162368,53,1162368,27,1162448,2112000000
32528,1,5924289552301,5924289552338,5924289552360,5924290738284,5924290738311,1169486,59,1169486,27,1169572,2112000000
32567,1,5924289553922,5924289553959,5924289553979,5924290746832,5924290746860,1176691,57,1176691,28,1176776,2112000000
32627,1,5924289555385,5924289555422,5924289555442,5924290755513,5924290755558,1184118,57,1184118,45,1184220,2112000000
32596,1,5924289453755,5924289453782,5924289453806,5924290764493,5924290764531,1241348,51,1241348,38,1241437,2112000000
32523,1,5924289539030,5924289539058,5924289539091,5924290773232,5924290773260,1214848,61,1214848,28,1214937,2112000000
32521,1,5924289534002,5924289534031,5924289534063,5924290781661,5924290781685,1227243,61,1227243,24,1227328,2112000000
32537,1,5924289451997,5924289452028,5924289452054,5924290790174,5924290790202,1268366,57,1268366,28,1268451,2112000000
32622,1,5924289535628,5924289535685,5924289535701,5924290798251,5924290798275,1242507,73,1242507,24,1242604,2112000000
32556,1,5924289526145,5924289526174,5924289526200,5924290809709,5924290809737,1261645,55,1261645,28,1261728,2112000000
32583,1,5924289547284,5924289547314,5924289547337,5924290819230,5924290819252,1254336,53,1254336,22,1254411,2112000000
182,0,5924290846272,5924290846587,5924290846620,5924292734324,5924292734409,688513,348,688513,85,688946,2112000000
182,0,5924292767051,5924292767200,5924292767224,5924294292938,5924294292965,1305607,173,1305607,27,1305807,2112000000
190,0,5860850943074,5860850943461,5860850943563,5924323799342,5924323799353,0,489,63472855779,11,63472856279,2112000000
189,0,5860850943842,5860850944840,5860850944950,5924323823369,5924323823381,0,1108,63472878419,12,63472879539,2112000000
188,0,5860850945170,5860850946234,5860850946317,5924323832621,5924323832768,0,1147,63472886304,147,63472887598,2112000000
187,0,5860850946501,5860850947566,5860850947645,5924323840419,5924323840431,0,1144,63472892774,12,63472893930,2112000000
186,0,5860850947857,5860850948976,5860850949310,5924323847571,5924323847718,0,1453,63472898261,147,63472899861,2112000000
185,0,5860850949464,5860850950509,5860850950587,5924323855066,5924323855226,0,1123,63472904479,160,63472905762,2112000000
184,0,5860850950703,5860850951915,5860850951994,5924323863660,5924323863806,0,1291,63472911666,146,63472913103,2112000000
183,0,5860850952119,5860850953255,5860850953357,5924323871350,5924323871360,0,1238,63472917993,10,63472919241,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5925606748876,5925606751703,5925606753056,5925608099997,5925608100421,105282,4180,105282,424,109886,2112000000
191,0,5925609280676,5925609280705,5925609280868,5925615239853,5925615239881,414873,192,414873,28,415093,2112000000
191,0,5925615256569,5925615256644,5925615256669,5925615349283,5925615349311,6665,100,6665,28,6793,2112000000
191,0,5925615362342,5925615362417,5925615362446,5925615950072,5925615950098,41724,104,41724,26,41854,2112000000
191,0,5925615961355,5925615961416,5925615961443,5925616051500,5925616051527,6342,88,6342,27,6457,2112000000
182,0,5925689132679,5925689132809,5925689132931,5925690640390,5925690640441,100274,252,100274,51,100577,2112000000
32631,1,5989050666166,5989050666213,5989050666289,5989050773918,5989050773940,30637,123,30637,22,30782,2112000000
32625,1,5989050619854,5989050619899,5989050619975,5989050846029,5989050846051,115949,121,115949,22,116092,2112000000
32623,1,5989050672691,5989050672736,5989050672805,5989050859023,5989050859043,113870,114,113870,20,114004,2112000000
32638,1,5989050686301,5989050686376,5989050686449,5989050868782,5989050868825,120177,148,120177,43,120368,2112000000
32639,1,5989050694233,5989050694276,5989050694345,5989050931757,5989050931800,181034,112,181034,43,181189,2112000000
32636,1,5989050707545,5989050707588,5989050707669,5989050941128,5989050941166,186630,124,186630,38,186792,2112000000
32624,1,5989050714373,5989050714418,5989050714465,5989050950335,5989050950362,193930,92,193930,27,194049,2112000000
32627,1,5989050720900,5989050720944,5989050720995,5989050963118,5989050963156,204698,95,204698,38,204831,2112000000
32637,1,5989050727536,5989050727581,5989050727652,5989050975466,5989050975503,215181,116,215181,37,215334,2112000000
32635,1,5989050734240,5989050734283,5989050734334,5989050986053,5989050986077,223910,94,223910,24,224028,2112000000
32629,1,5989050740897,5989050740952,5989050741015,5989050995891,5989050995928,231827,118,231827,37,231982,2112000000
32630,1,5989050747556,5989050747609,5989050747672,5989051005455,5989051005490,239511,116,239511,35,239662,2112000000
32633,1,5989050700928,5989050700977,5989050701038,5989051014903,5989051014946,262332,110,262332,43,262485,2112000000
32634,1,5989050754158,5989050754205,5989050754223,5989051025461,5989051025492,257644,65,257644,31,257740,2112000000
32632,1,5989050760819,5989050760864,5989050760913,5989051035679,5989051035713,266007,94,266007,34,266135,2112000000
32628,1,5989050767639,5989050767686,5989050767774,5989051045143,5989051045184,273576,135,273576,41,273752,2112000000
182,0,5989051080029,5989051080333,5989051080528,5989052966303,5989052966348,1627817,499,1627817,45,1628361,2112000000
182,0,5989052984082,5989052984119,5989052984143,5989054513946,5989054513973,1300756,61,1300756,27,1300844,2112000000
190,0,5925609277393,5925609277433,5925609277456,5989083962178,5989083962191,0,63,63474684722,13,63474684798,2112000000
189,0,5925609277488,5925609277537,5925609277747,5989084005445,5989084005455,0,259,63474727698,10,63474727967,2112000000
188,0,5925609277761,5925609277790,5925609278044,5989084015029,5989084015192,0,283,63474736985,163,63474737431,2112000000
187,0,5925609278057,5925609278087,5925609278340,5989084023090,5989084023565,0,283,63474744750,475,63474745508,2112000000
186,0,5925609278354,5925609278383,5925609278751,5989084030505,5989084030674,0,397,63474751754,169,63474752320,2112000000
185,0,5925609278766,5925609278794,5925609279028,5989084037522,5989084037816,0,262,63474758494,294,63474759050,2112000000
184,0,5925609279043,5925609279071,5925609279330,5989084044811,5989084044986,0,287,63474765481,175,63474765943,2112000000
183,0,5925609279344,5925609279371,5925609279621,5989084051710,5989084051718,0,277,63474772089,8,63474772374,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5990418594201,5990418598263,5990418600058,5990419940231,5990419940660,90608,5857,90608,429,96894,2112000000
191,0,5990421162777,5990421162809,5990421162830,5990427132786,5990427132833,421487,53,421487,47,421587,2112000000
191,0,5990427148082,5990427148182,5990427148207,5990427237472,5990427237498,6447,125,6447,26,6598,2112000000
191,0,5990427249392,5990427249449,5990427249476,5990427835136,5990427835161,40872,84,40872,25,40981,2112000000
191,0,5990427846639,5990427846686,5990427846721,5990427936499,5990427936526,6507,82,6507,27,6616,2112000000
182,0,5990502770402,5990502771732,5990502771834,5990504276096,5990504276369,106080,1432,106080,273,107785,2112000000
32627,1,6053864360623,6053864360682,6053864360759,6053864460433,6053864460456,28688,136,28688,23,28847,2112000000
32632,1,6053864367280,6053864367329,6053864367376,6053864528729,6053864528754,95031,96,95031,25,95152,2112000000
32623,1,6053864373953,6053864374000,6053864374067,6053864541862,6053864541884,106375,114,106375,22,106511,2112000000
32635,1,6053864380600,6053864380655,6053864380710,6053864552742,6053864552787,115358,110,115358,45,115513,2112000000
32631,1,6053864387257,6053864387306,6053864387369,6053864563112,6053864563239,123815,112,123815,127,124054,2112000000
32638,1,6053864340672,6053864340741,6053864340813,6053864573163,6053864573198,147102,141,147102,35,147278,2112000000
32630,1,6053864400589,6053864400642,6053864400701,6053864638301,6053864638344,195244,112,195244,43,195399,2112000000
32626,1,6053864407238,6053864407283,6053864407348,6053864647727,6053864647882,202747,110,202747,155,203012,2112000000
32639,1,6053864413893,6053864413940,6053864414028,6053864658246,6053864658407,211499,135,211499,161,211795,2112000000
32636,1,6053864423922,6053864423966,6053864424038,6053864668093,6053864668132,218675,116,218675,39,218830,2112000000
32624,1,6053864427201,6053864427248,6053864427295,6053864678278,6053864678317,227723,94,227723,39,227856,2112000000
32629,1,6053864433864,6053864433911,6053864433987,6053864688087,6053864688129,235634,123,235634,42,235799,2112000000
32628,1,6053864440528,6053864440576,6053864440646,6053864699176,6053864699209,244776,118,244776,33,244927,2112000000
32637,1,6053864393924,6053864393971,6053864394040,6053864710099,6053864710129,268941,116,268941,30,269087,2112000000
32625,1,6053864447191,6053864447250,6053864447323,6053864720357,6053864720406,264078,132,264078,49,264259,2112000000
32633,1,6053864453842,6053864453891,6053864453960,6053864729216,6053864729257,270923,118,270923,41,271082,2112000000
182,0,6053864755863,6053864756197,6053864756236,6053866642992,6053866643133,1619077,373,1619077,141,1619591,2112000000
182,0,6053866659260,6053866659299,6053866659433,6053868186618,6053868186645,1296500,173,1296500,27,1296700,2112000000
190,0,5990421159517,5990421159558,5990421159578,6053897523250,6053897523260,0,61,63476363672,10,63476363743,2112000000
189,0,5990421159611,5990421159644,5990421159868,6053897546254,6053897546264,0,257,63476386386,10,63476386653,2112000000
188,0,5990421159882,5990421159913,5990421160291,6053897554286,6053897554443,0,409,63476393995,157,63476394561,2112000000
187,0,5990421160304,5990421160334,5990421160562,6053897561340,6053897561521,0,258,63476400778,181,63476401217,2112000000
186,0,5990421160579,5990421160609,5990421160858,6053897568046,6053897568236,0,279,63476407188,190,63476407657,2112000000
185,0,5990421160874,5990421160903,5990421161118,6053897574872,6053897575025,0,244,63476413754,153,63476414151,2112000000
184,0,5990421161135,5990421161163,5990421161406,6053897581753,6053897581933,0,271,63476420347,180,63476420798,2112000000
183,0,5990421161420,5990421161448,5990421161697,6053897589842,6053897589855,0,277,63476428145,13,63476428435,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6055179189071,6055179192921,6055179194846,6055180541741,6055180542215,91779,5775,91779,474,98028,2112000000
191,0,6055181771761,6055181771911,6055181772339,6055187728403,6055187728428,411356,578,411356,25,411959,2112000000
191,0,6055187745720,6055187745973,6055187745985,6055187837841,6055187837867,6597,265,6597,26,6888,2112000000
191,0,6055187851440,6055187851497,6055187851528,6055188440537,6055188440563,42329,88,42329,26,42443,2112000000
191,0,6055188454371,6055188454417,6055188454458,6055188546634,6055188546658,6700,87,6700,24,6811,2112000000
182,0,6055231980713,6055231980784,6055231981067,6055233487637,6055233487670,103583,354,103583,33,103970,2112000000
32627,1,6118593462518,6118593462565,6118593462612,6118593568958,6118593568980,30256,94,30256,22,30372,2112000000
32624,1,6118593469182,6118593469228,6118593469273,6118593633526,6118593633550,92904,91,92904,24,93019,2112000000
32636,1,6118593475747,6118593475802,6118593475865,6118593647339,6118593647361,104827,118,104827,22,104967,2112000000
32623,1,6118593482667,6118593482712,6118593482777,6118593658217,6118593658261,113789,110,113789,44,113943,2112000000
32638,1,6118593489063,6118593489138,6118593489204,6118593667687,6118593667742,121327,141,121327,55,121523,2112000000
32634,1,6118593495734,6118593495779,6118593495857,6118593677552,6118593677589,129275,123,129275,37,129435,2112000000
32639,1,6118593502465,6118593502512,6118593502591,6118593686713,6118593686892,136694,126,136694,179,136999,2112000000
32626,1,6118593509085,6118593509130,6118593509207,6118593696558,6118593696613,144489,122,144489,55,144666,2112000000
32630,1,6118593515754,6118593515813,6118593515881,6118593706806,6118593706843,152770,127,152770,37,152934,2112000000
32633,1,6118593522395,6118593522442,6118593522507,6118593717221,6118593717260,161351,112,161351,39,161502,2112000000
32632,1,6118593535730,6118593535776,6118593535821,6118593730998,6118593731033,171365,91,171365,35,171491,2112000000
32625,1,6118593542374,6118593542421,6118593542491,6118593792007,6118593792052,230566,117,230566,45,230728,2112000000
32628,1,6118593549036,6118593549082,6118593549158,6118593802659,6118593802689,239317,122,239317,30,239469,2112000000
32629,1,6118593562376,6118593562423,6118593562492,6118593811422,6118593811465,244352,116,244352,43,244511,2112000000
32637,1,6118593529101,6118593529148,6118593529231,6118593820469,6118593820524,262731,130,262731,55,262916,2112000000
32631,1,6118593555688,6118593555733,6118593555801,6118593830377,6118593830399,265147,113,265147,22,265282,2112000000
182,0,6118593883598,6118593883894,6118593884116,6118595789078,6118595789104,1600507,518,1600507,26,1601051,2112000000
182,0,6118595805954,6118595805991,6118595806018,6118597338018,6118597338043,1316652,64,1316652,25,1316741,2112000000
190,0,6055181757803,6055181758066,6055181758169,6118626662708,6118626662718,0,366,63444904539,10,63444904915,2112000000
189,0,6055181758326,6055181758489,6055181759430,6118626705606,6118626705724,0,1104,63444946176,118,63444947398,2112000000
188,0,6055181759496,6055181759677,6055181760824,6118626723544,6118626723703,0,1328,63444962720,159,63444964207,2112000000
187,0,6055181760887,6055181761044,6055181762115,6118626732334,6118626732487,0,1228,63444970219,153,63444971600,2112000000
186,0,6055181762184,6055181762335,6055181763496,6118626739666,6118626739831,0,1312,63444976170,165,63444977647,2112000000
185,0,6055181763563,6055181763712,6055181764721,6118626747748,6118626747909,0,1158,63444983027,161,63444984346,2112000000
184,0,6055181764780,6055181764930,6055181766096,6118626754691,6118626754860,0,1316,63444988595,169,63444990080,2112000000
183,0,6055181766155,6055181766301,6055181767416,6118626761586,6118626761596,0,1261,63444994170,10,63444995441,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6119822054847,6119822058461,6119822060276,6119823407796,6119823408315,94794,5429,94794,519,100742,2112000000
191,0,6119824658861,6119824659005,6119824659109,6119830617805,6119830617831,433607,248,433607,26,433881,2112000000
191,0,6119830636499,6119830636601,6119830636623,6119830726998,6119830727023,7145,124,7145,25,7294,2112000000
191,0,6119830742388,6119830742441,6119830742478,6119831328152,6119831328179,43806,90,43806,27,43923,2112000000
191,0,6119831341083,6119831341128,6119831341167,6119831429572,6119831429599,6287,84,6287,27,6398,2112000000
182,0,6119890984224,6119890984300,6119890984556,6119892493212,6119892493269,105670,332,105670,57,106059,2112000000
32636,1,6183252224910,6183252224955,6183252225036,6183252638592,6183252638616,112574,126,112574,24,112724,2112000000
32634,1,6183252269122,6183252269167,6183252269238,6183252695401,6183252695722,157803,116,157803,321,158240,2112000000
32616,1,6183252284084,6183252284129,6183252284196,6183252708277,6183252708303,165886,112,165886,26,166024,2112000000
32630,1,6183252290763,6183252290806,6183252290878,6183252718268,6183252718303,174035,115,174035,35,174185,2112000000
32631,1,6183252297746,6183252297793,6183252297873,6183252727681,6183252727714,181574,127,181574,33,181734,2112000000
32610,1,6183252310847,6183252310891,6183252310973,6183252736972,6183252737019,186869,126,186869,47,187042,2112000000
32623,1,6183252317379,6183252317434,6183252317493,6183252746139,6183252746302,194186,114,194186,163,194463,2112000000
32608,1,6183252323861,6183252323906,6183252323967,6183252756068,6183252756106,202184,106,202184,38,202328,2112000000
32611,1,6183252357731,6183252357774,6183252357825,6183252765363,6183252765409,203192,94,203192,46,203332,2112000000
32618,1,6183252367281,6183252367326,6183252367442,6183252774187,6183252774230,209520,161,209520,43,209724,2112000000
32619,1,6183252373921,6183252373966,6183252374015,6183252834673,6183252834726,268076,94,268076,53,268223,2112000000
32633,1,6183252304361,6183252304403,6183252304511,6183252844263,6183252844312,296016,150,296016,49,296215,2112000000
32625,1,6183252351292,6183252351337,6183252351414,6183252854196,6183252854236,293849,122,293849,40,294011,2112000000
32635,1,6183252380572,6183252380615,6183252380686,6183252864324,6183252864365,295953,114,295953,41,296108,2112000000
32622,1,6183252452333,6183252452408,6183252452478,6183252873409,6183252873444,288557,145,288557,35,288737,2112000000
32614,1,6183252461783,6183252461856,6183252461926,6183252882529,6183252882553,294780,143,294780,24,294947,2112000000
32637,1,6183252466629,6183252466682,6183252466743,6183252892747,6183252892791,303478,114,303478,44,303636,2112000000
32612,1,6183252479497,6183252479542,6183252479619,6183252902504,6183252902543,309554,122,309554,39,309715,2112000000
32629,1,6183252387077,6183252387123,6183252387199,6183252911465,6183252911504,341307,122,341307,39,341468,2112000000
32615,1,6183252456886,6183252456931,6183252456998,6183252921444,6183252921475,335173,112,335173,31,335316,2112000000
32621,1,6183252472850,6183252472893,6183252472966,6183252930267,6183252930303,339154,116,339154,36,339306,2112000000
32624,1,6183252511246,6183252511293,6183252511338,6183252939209,6183252939246,338474,92,338474,37,338603,2112000000
32613,1,6183252518038,6183252518083,6183252518170,6183252957557,6183252957596,354921,132,354921,39,355092,2112000000
32620,1,6183252485997,6183252486042,6183252486130,6183252966640,6183252966667,371890,133,371890,27,372050,2112000000
32638,1,6183252531452,6183252531531,6183252531598,6183252976465,6183252976497,370097,146,370097,32,370275,2112000000
32626,1,6183252538001,6183252538046,6183252538111,6183252984837,6183252984878,376424,110,376424,41,376575,2112000000
32609,1,6183252544652,6183252544698,6183252544762,6183252993268,6183252993301,383000,110,383000,33,383143,2112000000
32607,1,6183252551290,6183252551335,6183252551408,6183253003451,6183253003488,391345,118,391345,37,391500,2112000000
32639,1,6183252564666,6183252564712,6183252564790,6183253017210,6183253017240,401364,124,401364,30,401518,2112000000
32617,1,6183252571084,6183252571129,6183252571215,6183253044938,6183253044983,427224,131,427224,45,427400,2112000000
32632,1,6183252524699,6183252524744,6183252524797,6183253053644,6183253053685,449117,98,449117,41,449256,2112000000
32627,1,6183252557958,6183252558004,6183252558084,6183253063603,6183253063628,449618,126,449618,25,449769,2112000000
182,0,6183253089714,6183253090097,6183253090146,6183254974548,6183254974576,1601102,432,1601102,28,1601562,2112000000
182,0,6183254989501,6183254989536,6183254989558,6183256518243,6183256518269,1294816,57,1294816,26,1294899,2112000000
190,0,6119824643850,6119824644153,6119824644616,6183285954184,6183285954194,0,766,63461309568,10,63461310344,2112000000
189,0,6119824644766,6119824645021,6119824646011,6183286000828,6183286001003,0,1245,63461354817,175,63461356237,2112000000
188,0,6119824646072,6119824646219,6119824647398,6183286011082,6183286011253,0,1326,63461363684,171,63461365181,2112000000
187,0,6119824647459,6119824647606,6119824648741,6183286018381,6183286018564,0,1282,63461369640,183,63461371105,2112000000
186,0,6119824648804,6119824648946,6119824650223,6183286026001,6183286026166,0,1419,63461375778,165,63461377362,2112000000
185,0,6119824650285,6119824650427,6119824651452,6183286033037,6183286033182,0,1167,63461381585,145,63461382897,2112000000
184,0,6119824651519,6119824651641,6119824652866,6183286039717,6183286039737,0,1347,63461386851,20,63461388218,2112000000
183,0,6119824652933,6119824653057,6119824654190,6183286046559,6183286046569,0,1257,63461392369,10,63461393636,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6184650375673,6184650379594,6184650381361,6184651729533,6184651729946,115409,5688,115409,413,121510,2112000000
191,0,6184652990326,6184652990495,6184652990793,6184658943276,6184658943302,434900,467,434900,26,435393,2112000000
191,0,6184658960038,6184658960110,6184658960134,6184659052685,6184659052713,6883,96,6883,28,7007,2112000000
191,0,6184659065755,6184659065808,6184659065840,6184659654275,6184659654301,43703,85,43703,26,43814,2112000000
191,0,6184659667118,6184659667163,6184659667283,6184659756068,6184659756098,6711,165,6711,30,6906,2112000000
182,0,6184717659882,6184717659962,6184717660072,6184719170345,6184719170390,100831,190,100831,45,101066,2112000000
32637,1,6248078816347,6248078816394,6248078816465,6248079285014,6248079285037,121026,118,121026,23,121167,2112000000
32612,1,6248078984148,6248078984195,6248078984264,6248079346749,6248079346775,142587,116,142587,26,142729,2112000000
32636,1,6248078987715,6248078987760,6248078987876,6248079359350,6248079359372,154041,161,154041,22,154224,2112000000
32639,1,6248078994235,6248078994282,6248078994347,6248079369445,6248079369488,162079,112,162079,43,162234,2112000000
32616,1,6248079000799,6248079000843,6248079000892,6248079378928,6248079378962,169683,93,169683,34,169810,2112000000
32614,1,6248079007478,6248079007523,6248079007608,6248079388952,6248079388985,177883,130,177883,33,178046,2112000000
32622,1,6248079013927,6248079013993,6248079014068,6248079451271,6248079451316,238406,141,238406,45,238592,2112000000
32629,1,6248079028728,6248079028777,6248079028857,6248079461088,6248079461269,244738,129,244738,181,245048,2112000000
32613,1,6248079042741,6248079042790,6248079042859,6248079480024,6248079480073,259984,118,259984,49,260151,2112000000
32615,1,6248079044367,6248079044412,6248079044489,6248079488620,6248079488653,267766,122,267766,33,267921,2112000000
32634,1,6248079057679,6248079057724,6248079057803,6248079496689,6248079496723,272056,124,272056,34,272214,2112000000
32633,1,6248079064360,6248079064407,6248079064485,6248079505413,6248079505668,279147,125,279147,255,279527,2112000000
32632,1,6248079070989,6248079071036,6248079071083,6248079513916,6248079513951,285563,94,285563,35,285692,2112000000
32638,1,6248079077662,6248079077731,6248079077801,6248079522573,6248079522602,292398,139,292398,29,292566,2112000000
32621,1,6248079084128,6248079084175,6248079084244,6248079530744,6248079530777,298746,116,298746,33,298895,2112000000
32617,1,6248079113323,6248079113371,6248079113445,6248079539701,6248079539738,300839,122,300839,37,300998,2112000000
32625,1,6248079123328,6248079123383,6248079123447,6248079549261,6248079549291,307804,119,307804,30,307953,2112000000
32626,1,6248079051024,6248079051071,6248079051146,6248079557553,6248079557592,334804,122,334804,39,334965,2112000000
32630,1,6248079129992,6248079130036,6248079130104,6248079566231,6248079566274,322849,112,322849,43,323004,2112000000
32609,1,6248079136667,6248079136714,6248079136791,6248079574532,6248079574555,329277,124,329277,23,329424,2112000000
32631,1,6248079143678,6248079143733,6248079143793,6248079583542,6248079583573,336431,115,336431,31,336577,2112000000
32624,1,6248079150081,6248079150128,6248079150185,6248079592444,6248079592476,343081,104,343081,32,343217,2112000000
32628,1,6248079156441,6248079156485,6248079156565,6248079600808,6248079600836,349630,124,349630,28,349782,2112000000
32620,1,6248079224060,6248079224107,6248079224176,6248079610109,6248079610150,343993,116,343993,41,344150,2112000000
32608,1,6248079228511,6248079228564,6248079228603,6248079622299,6248079622356,354642,92,354642,57,354791,2112000000
32610,1,6248079234636,6248079234685,6248079234758,6248079630866,6248079630903,361440,122,361440,37,361599,2112000000
32627,1,6248079238242,6248079238289,6248079238358,6248079640489,6248079640536,369805,116,369805,47,369968,2112000000
32623,1,6248079244190,6248079244235,6248079244302,6248079650503,6248079650569,378132,112,378132,66,378310,2112000000
32607,1,6248079250886,6248079250933,6248079251000,6248079659387,6248079659422,385117,114,385117,35,385266,2112000000
32618,1,6248079257557,6248079257602,6248079257667,6248079667877,6248079667898,391680,110,391680,21,391811,2112000000
32611,1,6248079270651,6248079270694,6248079270763,6248079677203,6248079677254,397281,112,397281,51,397444,2112000000
32635,1,6248079264228,6248079264275,6248079264330,6248079685885,6248079685907,407761,102,407761,22,407885,2112000000
182,0,6248079713238,6248079713591,6248079713794,6248081597581,6248081597609,1607264,556,1607264,28,1607848,2112000000
182,0,6248081612600,6248081612667,6248081612681,6248083144743,6248083144770,1307405,81,1307405,27,1307513,2112000000
190,0,6184652975782,6184652975971,6184652976081,6248112601111,6248112601122,0,299,63459625030,11,63459625340,2112000000
189,0,6184652976244,6184652976411,6184652977442,6248112641512,6248112641752,0,1198,63459664070,240,63459665508,2112000000
188,0,6184652977511,6184652977691,6184652978827,6248112651455,6248112651636,0,1316,63459672628,181,63459674125,2112000000
187,0,6184652978894,6184652979047,6184652980111,6248112660118,6248112660265,0,1217,63459680007,147,63459681371,2112000000
186,0,6184652980178,6184652980335,6184652981494,6248112667635,6248112667814,0,1316,63459686141,179,63459687636,2112000000
185,0,6184652981557,6184652981714,6184652982744,6248112675418,6248112675610,0,1187,63459692674,192,63459694053,2112000000
184,0,6184652982806,6184652982964,6184652984126,6248112682640,6248112682825,0,1320,63459698514,185,63459700019,2112000000
183,0,6184652984189,6184652984346,6184652985486,6248112689865,6248112689875,0,1297,63459704379,10,63459705686,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,6249529356156,6249529359764,6249529361619,6249530701839,6249530702328,90689,5463,90689,489,96641,2112000000
191,0,6249531922458,6249531922611,6249531922717,6249537879013,6249537879040,409124,259,409124,27,409410,2112000000
191,0,6249537898469,6249537898575,6249537898705,6249538021950,6249538021976,8737,236,8737,26,8999,2112000000
191,0,6249538035252,6249538035307,6249538035337,6249538623540,6249538623566,41365,85,41365,26,41476,2112000000
191,0,6249538634917,6249538634956,6249538635004,6249538725035,6249538725060,6492,87,6492,25,6604,2112000000
182,0,6249593316231,6249593316302,6249593316406,6249594823414,6249594823459,100962,175,100962,45,101182,2112000000
32621,1,6312954650038,6312954650084,6312954650158,6312954950600,6312954950621,90006,120,90006,21,90147,2112000000
32635,1,6312954683349,6312954683396,6312954683488,6312955010613,6312955010634,140115,139,140115,21,140275,2112000000
32633,1,6312954708309,6312954708354,6312954708429,6312955022815,6312955022838,145128,120,145128,23,145271,2112000000
32612,1,6312954709961,6312954710008,6312954710087,6312955033901,6312955033944,155445,126,155445,43,155614,2112000000
32625,1,6312954716653,6312954716700,6312954716777,6312955043982,6312955044017,163634,124,163634,35,163793,2112000000
32607,1,6312954696773,6312954696820,6312954696891,6312955053442,6312955053475,178839,118,178839,33,178990,2112000000
32634,1,6312954670163,6312954670218,6312954670282,6312955115443,6312955115472,249041,119,249041,29,249189,2112000000
32618,1,6312954729934,6312954729979,6312954730067,6312955124926,6312955124958,240582,133,240582,32,240747,2112000000
