cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
32629,1,5859530253252,5859530253281,5859530253305,5859531022250,5859531022291,623267,53,623267,41,623361,2112000000
32564,1,5859530254495,5859530254523,5859530254548,5859531030023,5859531030072,629845,53,629845,49,629947,2112000000
32536,1,5859530255658,5859530255684,5859530255707,5859531038691,5859531038744,637308,49,637308,53,637410,2112000000
32558,1,5859530256831,5859530256888,5859530256906,5859531046812,5859531046855,644301,75,644301,43,644419,2112000000
32610,1,5859530260145,5859530260184,5859530260202,5859531055578,5859531055616,650544,57,650544,38,650639,2112000000
32584,1,5859530261321,5859530261359,5859530261378,5859531064184,5859531064207,657953,57,657953,23,658033,2112000000
32617,1,5859530263517,5859530263545,5859530263570,5859531071992,5859531072025,664403,53,664403,33,664489,2112000000
32582,1,5859530267136,5859530267165,5859530267189,5859531079933,5859531079965,669737,53,669737,32,669822,2112000000
32594,1,5859530175142,5859530175181,5859530175201,5859531088478,5859531088521,727130,59,727130,43,727232,2112000000
32543,1,5859530268348,5859530268377,5859530268401,5859531096834,5859531096868,685113,53,685113,34,685200,2112000000
32577,1,5859530270017,5859530270047,5859530270070,5859531104560,5859531104593,691541,53,691541,33,691627,2112000000
32615,1,5859530271204,5859530271233,5859530271257,5859531113468,5859531113515,699298,53,699298,47,699398,2112000000
32518,1,5859530273488,5859530273518,5859530273539,5859531122201,5859531122236,706639,51,706639,35,706725,2112000000
32547,1,5859530274684,5859530274714,5859530274739,5859531129724,5859531129775,712951,55,712951,51,713057,2112000000
32515,1,5859530276405,5859530276433,5859530276466,5859531138563,5859531138593,720514,61,720514,30,720605,2112000000
32635,1,5859530277643,5859530277670,5859530277696,5859531147108,5859531147149,727864,53,727864,41,727958,2112000000
32592,1,5859530279786,5859530279815,5859530279839,5859531155388,5859531155431,734753,53,734753,43,734849,2112000000
32557,1,5859530281039,5859530281074,5859530281094,5859531163392,5859531163431,741567,55,741567,39,741661,2112000000
32539,1,5859530282718,5859530282748,5859530282771,5859531171850,5859531171886,748757,53,748757,36,748846,2112000000
32585,1,5859530286083,5859530286113,5859530286146,5859531180540,5859531180581,754840,63,754840,41,754944,2112000000
32567,1,5859530287682,5859530287711,5859530287735,5859531192827,5859531192876,765829,53,765829,49,765931,2112000000
32616,1,5859530289065,5859530289094,5859530289122,5859531200692,5859531200753,772294,57,772294,61,772412,2112000000
32568,1,5859530347129,5859530347161,5859530347180,5859531210535,5859531210582,767944,51,767944,47,768042,2112000000
32624,1,5859530349934,5859530349960,5859530349985,5859531218869,5859531218905,773787,51,773787,36,773874,2112000000
32529,1,5859530352714,5859530352741,5859530352767,5859531228156,5859531228198,780509,53,780509,42,780604,2112000000
32523,1,5859530354177,5859530354206,5859530354232,5859531237253,5859531237288,788327,55,788327,35,788417,2112000000
32530,1,5859530355466,5859530355495,5859530355526,5859531249750,5859531249821,799433,60,799433,71,799564,2112000000
32556,1,5859530356654,5859530356683,5859530356719,5859531259917,5859531259972,808335,65,808335,55,808455,2112000000
32611,1,5859530358436,5859530358467,5859530358616,5859531267586,5859531267627,814818,180,814818,41,815039,2112000000
32639,1,5859530358567,5859530358595,5859530358616,5859531276168,5859531276207,823398,49,823398,39,823486,2112000000
32632,1,5859530419376,5859530419405,5859530419427,5859531284816,5859531284867,815658,51,815658,51,815760,2112000000
32559,1,5859530264712,5859530264741,5859530264763,5859531292850,5859531292882,884005,51,884005,32,884088,2112000000
32521,1,5859530258035,5859530258063,5859530258088,5859531300819,5859531300861,897149,53,897149,42,897244,2112000000
32532,1,5859530420912,5859530420939,5859530420967,5859531309177,5859531309207,838768,55,838768,30,838853,2112000000
32533,1,5859530422092,5859530422128,5859530422151,5859531317431,5859531317476,845771,59,845771,45,845875,2112000000
32566,1,5859530426494,5859530426522,5859530426549,5859531325532,5859531325571,849905,55,849905,39,849999,2112000000
32636,1,5859530427677,5859530427706,5859530427732,5859531333320,5859531333366,856466,55,856466,46,856567,2112000000
32516,1,5859530428971,5859530429001,5859530429026,5859531341934,5859531342001,863930,55,863930,67,864052,2112000000
32628,1,5859530430156,5859530430183,5859530430205,5859531350408,5859531350447,871151,49,871151,39,871239,2112000000
32612,1,5859530431354,5859530431385,5859530431417,5859531357907,5859531357941,877484,63,877484,34,877581,2112000000
32531,1,5859530435021,5859530435051,5859530435072,5859531365796,5859531365835,881819,51,881819,39,881909,2112000000
32620,1,5859530436227,5859530436255,5859530436280,5859531373657,5859531373692,888544,53,888544,35,888632,2112000000
32603,1,5859530437443,5859530437471,5859530437494,5859531381011,5859531381053,894733,51,894733,42,894826,2112000000
32572,1,5859530438673,5859530438700,5859530438724,5859531388945,5859531388988,901499,51,901499,43,901593,2112000000
32549,1,5859530439851,5859530439879,5859530439902,5859531401650,5859531401715,913023,51,913023,65,913139,2112000000
32598,1,5859530284337,5859530284366,5859530284390,5859531409666,5859531409708,985301,53,985301,42,985396,2112000000
32581,1,5859530441232,5859530441260,5859530441287,5859531419427,5859531419470,929601,55,929601,43,929699,2112000000
32590,1,5859530348547,5859530348600,5859530348618,5859531427278,5859531427329,983429,71,983429,51,983551,2112000000
32555,1,5859530444342,5859530444371,5859530444403,5859531435017,5859531435066,942642,61,942642,49,942752,2112000000
32600,1,5859530446324,5859530446353,5859530446381,5859531444049,5859531444214,950289,57,950289,165,950511,2112000000
32634,1,5859530461233,5859530461262,5859530461295,5859531452698,5859531452741,953889,62,953889,43,953994,2112000000
32626,1,5859530462796,5859530462826,5859530462851,5859531460757,5859531460803,960663,55,960663,46,960764,2112000000
32614,1,5859530351403,5859530351439,5859530351458,5859531468960,5859531469007,1022558,55,1022558,47,1022660,2112000000
32607,1,5859530464609,5859530464637,5859530464664,5859531477033,5859531477077,975655,55,975655,44,975754,2112000000
32627,1,5859530466133,5859530466165,5859530466183,5859531484940,5859531484973,982247,50,982247,33,982330,2112000000
32574,1,5859530469563,5859530469614,5859530469632,5859531497079,5859531497132,991663,69,991663,53,991785,2112000000
32534,1,5859530471229,5859530471258,5859530471290,5859531505203,5859531505235,998502,61,998502,32,998595,2112000000
32552,1,5859530472891,5859530472920,5859530472959,5859531512550,5859531512585,1004573,68,1004573,35,1004676,2112000000
32593,1,5859530474572,5859530474601,5859530474625,5859531520342,5859531520377,1011071,53,1011071,35,1011159,2112000000
32605,1,5859530359724,5859530359752,5859530359773,5859531528508,5859531528553,1073922,49,1073922,45,1074016,2112000000
32606,1,5859530424001,5859530424058,5859530424076,5859531536991,5859531537027,1064099,75,1064099,36,1064210,2112000000
32619,1,5859530476297,5859530476326,5859530476352,5859531546212,5859531546245,1035651,55,1035651,33,1035739,2112000000
32579,1,5859530477935,5859530477962,5859530477988,5859531554890,5859531554937,1043009,53,1043009,47,1043109,2112000000
32537,1,5859530479447,5859530479477,5859530479498,5859531564360,5859531564399,1051195,51,1051195,39,1051285,2112000000
32550,1,5859530481215,5859530481243,5859530481268,5859531572755,5859531572794,1058290,53,1058290,39,1058382,2112000000
32580,1,5859530482999,5859530483026,5859530483052,5859531580901,5859531580942,1065156,53,1065156,41,1065250,2112000000
32548,1,5859530425219,5859530425247,5859530425268,5859531588613,5859531588660,1114151,49,1114151,47,1114247,2112000000
32597,1,5859530484657,5859530484686,5859530484708,5859531597238,5859531597275,1080186,51,1080186,37,1080274,2112000000
32595,1,5859530486407,5859530486436,5859530486462,5859531605415,5859531605451,1087066,55,1087066,36,1087157,2112000000
32576,1,5859530488149,5859530488175,5859530488202,5859531613418,5859531613461,1093797,53,1093797,43,1093893,2112000000
32538,1,5859530489738,5859530489766,5859530489801,5859531621947,5859531621982,1100959,63,1100959,35,1101057,2112000000
32525,1,5859530491426,5859530491455,5859530491481,5859531629835,5859531629878,1107590,55,1107590,43,1107688,2112000000
32513,1,5859530493103,5859530493131,5859530493158,5859531637573,5859531637610,1114029,55,1114029,37,1114121,2112000000
32528,1,5859530454607,5859530454670,5859530454688,5859531646877,5859531646930,1150407,81,1150407,53,1150541,2112000000
32573,1,5859530468078,5859530468111,5859530468131,5859531654970,5859531655017,1150994,53,1150994,47,1151094,2112000000
32588,1,5859530433850,5859530433878,5859530433903,5859531664523,5859531664572,1181693,53,1181693,49,1181795,2112000000
32571,1,5859530442501,5859530442538,5859530442558,5859531672423,5859531672464,1181418,57,1181418,41,1181516,2112000000
32604,1,5859530432674,5859530432703,5859530432729,5859531681309,5859531681356,1199739,55,1199739,47,1199841,2112000000
32526,1,5859530494737,5859530494792,5859530494810,5859531688752,5859531688787,1163908,73,1163908,35,1164016,2112000000
32630,1,5859530496413,5859530496452,5859530496472,5859531696497,5859531696533,1170342,59,1170342,36,1170437,2112000000
32569,1,5859530498065,5859530498094,5859530498120,5859531705755,5859531705800,1178332,55,1178332,45,1178432,2112000000
32596,1,5859530499554,5859530499583,5859530499607,5859531713376,5859531713408,1184709,53,1184709,32,1184794,2112000000
32512,1,5859530529464,5859530529491,5859530529515,5859531721768,5859531721799,1184862,51,1184862,31,1184944,2112000000
32565,1,5859530531049,5859530531079,5859530531100,5859531729660,5859531729703,1191528,51,1191528,43,1191622,2112000000
32553,1,5859530533931,5859530533960,5859530533990,5859531737728,5859531737781,1198070,59,1198070,53,1198182,2112000000
32613,1,5859530522104,5859530522135,5859530522155,5859531745659,5859531745681,1211219,51,1211219,22,1211292,2112000000
182,0,5859531772578,5859531773036,5859531773234,5859533658161,5859533658190,1619475,656,1619475,29,1620160,2112000000
182,0,5859533672298,5859533672337,5859533672362,5859535198416,5859535198443,1304330,64,1304330,27,1304421,2112000000
190,0,5796087674879,5796087675054,5796087675166,5859570693962,5859570693972,0,287,63483018796,10,63483019093,2112000000
189,0,5796087675390,5796087675555,5796087676348,5859570732712,5859570732722,0,958,63483056364,10,63483057332,2112000000
188,0,5796087676517,5796087676678,5796087677708,5859570742484,5859570742510,0,1191,63483064776,26,63483065993,2112000000
187,0,5796087677770,5796087677931,5796087678957,5859570749446,5859570749489,0,1187,63483070489,43,63483071719,2112000000
186,0,5796087679035,5796087679193,5796087680308,5859570756189,5859570756340,0,1273,63483075881,151,63483077305,2112000000
185,0,5796087680391,5796087680536,5796087681499,5859570763072,5859570763253,0,1108,63483081573,181,63483082862,2112000000
184,0,5796087681569,5796087681726,5796087682844,5859570769780,5859570769970,0,1275,63483086936,190,63483088401,2112000000
183,0,5796087682921,5796087683066,5796087684139,5859570776641,5859570776651,0,1218,63483092502,10,63483093730,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5860848376426,5860848380103,5860848381895,5860849726059,5860849726605,93215,5469,93215,546,99230,2112000000
191,0,5860850959344,5860850959670,5860850959815,5860856909161,5860856909788,440597,471,440597,627,441695,2112000000
191,0,5860857039645,5860857041641,5860857041692,5860857138315,5860857138445,7324,2047,7324,130,9501,2112000000
191,0,5860857199318,5860857199644,5860857199764,5860857798885,5860857799010,41058,446,41058,125,41629,2112000000
191,0,5860857850200,5860857850435,5860857850616,5860857954586,5860857954719,7672,416,7672,133,8221,2112000000
182,0,5860927898730,5860927898873,5860927898960,5860929405732,5860929405791,101677,230,101677,59,101966,2112000000
32555,1,5924289041021,5924289041051,5924289041076,5924289577972,5924289578012,266562,55,266562,40,266657,2112000000
32541,1,5924289202857,5924289202884,5924289202918,5924289666208,5924289666228,287072,61,287072,20,287153,2112000000
32514,1,5924289204554,5924289204581,5924289204615,5924289678393,5924289678416,297993,61,297993,23,298077,2112000000
32529,1,5924289205742,5924289205770,5924289205801,5924289687811,5924289687835,306223,59,306223,24,306306,2112000000
32606,1,5924289206919,5924289206974,5924289206993,5924289696706,5924289696731,313962,74,313962,25,314061,2112000000
32591,1,5924289208101,5924289208129,5924289208154,5924289705724,5924289705749,321839,53,321839,25,321917,2112000000
32574,1,5924289209351,5924289209378,5924289209406,5924289714425,5924289714449,329381,55,329381,24,329460,2112000000
32619,1,5924289210806,5924289210836,5924289210861,5924289723381,5924289723406,337116,55,337116,25,337196,2112000000
32599,1,5924289212024,5924289212053,5924289212077,5924289732803,5924289732827,345384,53,345384,24,345461,2112000000
32616,1,5924289213197,5924289213226,5924289213250,5924289744980,5924289745003,356388,53,356388,23,356464,2112000000
32548,1,5924289218386,5924289218414,5924289218437,5924289753583,5924289753609,361090,51,361090,26,361167,2112000000
32554,1,5924289126894,5924289126923,5924289126947,5924289762438,5924289762462,413837,53,413837,24,413914,2112000000
32635,1,5924289199341,5924289199368,5924289199392,5924289770910,5924289770938,395287,51,395287,28,395366,2112000000
32517,1,5924289129324,5924289129353,5924289129390,5924289780029,5924289780056,428765,66,428765,27,428858,2112000000
32626,1,5924289201688,5924289201717,5924289201739,5924289788715,5924289788740,410712,51,410712,25,410788,2112000000
32550,1,5924289188527,5924289188566,5924289188586,5924289797489,5924289797633,432000,59,432000,144,432203,2112000000
32516,1,5924289119109,5924289119135,5924289119164,5924289806998,5924289807026,465593,55,465593,28,465676,2112000000
32552,1,5924289220551,5924289220582,5924289220618,5924289816543,5924289816570,422672,67,422672,27,422766,2112000000
32633,1,5924289221836,5924289221863,5924289221887,5924289825445,5924289825472,430408,51,430408,27,430486,2112000000
32570,1,5924289223859,5924289223888,5924289223920,5924289835439,5924289835469,438977,61,438977,30,439068,2112000000
32579,1,5924289225026,5924289225055,5924289225088,5924289844689,5924289844713,447032,62,447032,24,447118,2112000000
32586,1,5924289227369,5924289227398,5924289227424,5924289864365,5924289864393,465345,55,465345,28,465428,2112000000
32590,1,5924289228561,5924289228618,5924289228636,5924289873142,5924289873165,472769,75,472769,23,472867,2112000000
32559,1,5924289230229,5924289230258,5924289230288,5924289881957,5924289881983,480318,59,480318,26,480403,2112000000
